Record,Location,X,Y,lon,lat,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
14093,MARCH RD btwn RICHARDSON SIDE RD & HERZBERG RD,352275.1661,5021561.267,-75.89430853,45.33239394,2014-10-11,6:58,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,99 - Other,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata
14094,HIGHWAY 417 btwn HWY417 IC117 RAMP61 & HWY417 IC115 RAMP36,371487.0343,5031413.129,-75.64789511,45.41947474,2014-05-15,12:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
14095,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC112 RAMP56,374479.0497,5030849.97,-75.6097483,45.41411614,2014-05-15,7:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
14096,COLONNADE RD @ COLONNADE RD E,367232.2501,5023195.535,-75.70329513,45.34592752,2014-10-14,21:25,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Industrial Park
14097,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355216.3333,5021536.114,-75.85678979,45.33196246,2014-05-20,13:28,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Greenbelt
14098,HIGHWAY 417 btwn HWY417 IC119A RAMP75 & HWY417 IC118 RAMP57,368653.9297,5030547.242,-75.68420401,45.41194809,2014-05-21,14:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,The Glebe
14099,HIGHWAY 417 btwn HWY417 IC155 RAMP61 & HWY417 IC145 RAMP56,344370.9307,5015433.047,-75.99563624,45.27774004,2014-05-21,9:35,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Stittsville - Basswood
14100,HIGHWAY 417 btwn HWY417 IC144 RAMP51 & HWY417 IC144 RAMP35,347327.0034,5015740.085,-75.95793401,45.28033029,2014-05-21,11:55,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Stittsville - Basswood
14101,FRANK ST @ O'CONNOR ST,368052.6568,5030698.999,-75.6918656,45.41336816,2014-10-18,14:00,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Centretown
14102,PLACE D'ORLEANS DR @ PLACE D'ORLEANS SC S,381501.1118,5037816.756,-75.51895784,45.47606329,2014-11-03,15:58,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,Industrial Park
14103,HIGHWAY 417 btwn HWY417 IC124 RAMP67 & HWY417 IC123 RAMP62,364773.6096,5028066.199,-75.73407597,45.3899675,2014-05-21,16:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Westboro
14104,HIGHWAY 417 btwn HWY417 IC121A RAMP61 & HWY417 IC120B RAMP36,367540.7712,5029884.227,-75.69850866,45.40608317,2014-05-16,15:19,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,The Glebe
14105,HIGHWAY 417 btwn HWY417 IC130 RAMP35 & HWY417 IC130 RAMP25,359320.4745,5023075.166,-75.80426342,45.34550404,2014-05-22,15:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,Qualicum - Redwood Park
14106,HIGHWAY 417 btwn HWY417 IC119A RAMP67 & HWY417 IC118 RAMP76,369200.8491,5030885.631,-75.67717309,45.41494268,2014-05-15,14:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Old Ottawa East
14107,PLEASANT PARK RD btwn SAUNDERSON DR & CORNISH ST,373155.362,5028668.212,-75.62696079,45.39461624,2014-11-13,17:54,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Elmvale - Eastway - Riverview - Riverview Park West
14108,ELGIN ST btwn COOPER ST & SOMERSET ST W,368158.0578,5031211.399,-75.69045323,45.41796903,2014-11-14,11:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Centretown
14109,HWY417 IC118 RAMP35 btwn HWY417 IC118 RAMP45 & HIGHWAY 417,369763.8823,5031133.024,-75.66994755,45.41711658,2014-05-15,15:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Old Ottawa East
14110,HWY417 IC127 RAMP63 btwn HIGHWAY 417 & WOODROFFE AVE,362052.9326,5024807.286,-75.76919669,45.36087183,2014-05-24,11:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Whitehaven - Queensway Terrace North
14111,HIGHWAY 417 btwn HWY417 IC155 RAMP25 & RAMP,344338.4925,5015423.042,-75.99605047,45.27765183,2014-05-24,4:45,"07 - Fog, mist, smoke, dust",01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Stittsville - Basswood
14112,HIGHWAY 417 btwn HWY417 IC117 RAMP25 & HWY417 IC115 RAMP51,371775.1164,5031422.612,-75.64421322,45.41953254,2014-05-24,19:07,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
14113,PARKDALE AVE @ SCOTT ST,364950.1757,5029726.474,-75.73161879,45.40489116,2014-11-15,11:29,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Islan
14114,PRINCE OF WALES DR btwn RIDEAU HEIGHTS LANE & STEPHANIE AVE,367486.3134,5022710.018,-75.70011484,45.34153627,2014-12-04,14:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Industrial Park
14115,HIGHWAY 417 btwn HWY417 IC119A RAMP75 & HWY417 IC118 RAMP57,368937.3836,5030693.81,-75.68056391,45.41324094,2014-05-20,17:12,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Old Ottawa East
14116,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC104 RAMP51,378944.9912,5026147.048,-75.55340368,45.37134325,2014-05-25,6:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Greenbelt
14117,HIGHWAY 416 btwn HWY416 IC49 RAMP24 & HWY416 IC42 RAMP42,369664.5448,4999631.502,-75.6753326,45.13367976,2014-05-26,21:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Kars - Osgoode
14118,DIAMONDVIEW RD btwn OLD COACH RD & DONALD B. MUNRO DR,337995.2481,5022322.104,-76.0764356,45.3400611,2014-12-04,17:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Carp - Hardwood Plains
14119,VICTORIA ST btwn TURN LANE & ANDREW SIMPSON DR,384067.8275,5010335.086,-75.4905391,45.22851679,2014-12-04,18:12,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Metcalfe
14120,FERNBANK RD btwn DWYER HILL RD & MUNSTER RD,345203.8016,5007054.159,-75.98570171,45.20229539,2014-12-04,18:24,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
14121,HIGHWAY 417 btwn HWY417 IC118 RAMP57 & HWY417 IC118 RAMP35,369481.4179,5031056.247,-75.67356634,45.41645194,2014-05-26,15:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Old Ottawa East
14122,HIGHWAY 417 btwn HWY417 IC129 RAMP25 & HWY417 IC129 RAMP35,360457.0094,5023525.721,-75.78971048,45.34946886,2014-05-27,8:11,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Whitehaven - Queensway Terrace North
14123,HIGHWAY 7 btwn HWY 7 HAZELDEAN RD IC RAMP 34 & HAZELDEAN RD IC RAMP 63,346365.2571,5012327.122,-75.97047787,45.24967653,2014-05-27,23:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Stittsville - Basswood
14124,HIGHWAY 417 btwn HWY417 IC117 RAMP36 & HWY417 IC117 RAMP26,370758.1191,5031196.534,-75.65723692,45.417595,2014-05-28,9:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Industrial Park
14125,BANK ST btwn SALE BARN RD & GREY'S CREEK RD,380133.2826,5013421.41,-75.54017003,45.25671808,2014-12-04,18:37,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Osgoode
14126,VANIER PKWY NB btwn BEECHWOOD AVE/ ST. PATRICK ST/CRICHTON ST & DESCHA,369614.2578,5033375.812,-75.67156397,45.43731019,2014-12-04,18:52,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Vanier North
14127,HIGHWAY 417 btwn HWY417 IC121A RAMP51 & HWY417 IC120A RAMP52,367660.6418,5029925.196,-75.69697228,45.40644104,2014-05-28,18:01,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,The Glebe
14128,HIGHWAY 416 btwn HWY416 IC57 RAMP52 & HWY416 IC57 RAMP24,364780.3992,5007993.394,-75.73641754,45.20935284,2014-05-29,8:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Manotick
14129,HIGHWAY 417 btwn HWY417 IC121B RAMP16 & HWY417 IC121A RAMP16,366741.3031,5029580.11,-75.7087588,45.40341801,2014-05-28,17:31,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Little Italy
14130,OLD ALMONTE RD btwn JOHN KENNEDY WAY & UPPER DWYER HILL RD,336825.4058,5011005.244,-76.09209274,45.23828026,2014-12-05,6:45,01 - Clear,05 - Packed snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Carp - Hardwood Plains
14131,HIGHWAY 417 btwn HWY417 IC121B RAMP51 & HWY417 IC121A RAMP51,366728.033,5029557.361,-75.70893115,45.40321449,2014-05-29,16:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Little Italy
14132,HIGHWAY 416 btwn HWY416 IC72 RAMP62 & HWY416 IC72 RAMP24,359510.6312,5019568.333,-75.80222458,45.31393462,2014-05-25,20:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other,Greenbelt
14133,HIGHWAY 416 btwn HWY416 IC66 RAMP62 & HWY416 IC72 RAMP24,359606.3658,5019402.456,-75.80102202,45.31243459,2014-05-24,21:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Greenbelt
14134,HIGHWAY 417 btwn HWY417 IC112 RAMP65 & HWY417 IC112 RAMP55,374436.3957,5030828.169,-75.61029628,45.41392423,2014-05-26,14:50,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
14135,PRINCE OF WALES DR btwn BORDEN SIDE RD & NORMANDY CRES,367308.6601,5024371.752,-75.70217145,45.35650407,2014-12-07,10:02,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Carleton Heights - Rideauview
14136,HIGHWAY 417 btwn HWY417 IC121B RAMP51 & HWY417 IC121A RAMP51,367034.0988,5029651.289,-75.70500999,45.40403249,2014-05-27,14:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,The Glebe Annex
14137,HIGHWAY 417 btwn HWY417 IC118 RAMP76 & HWY417 IC118 RAMP67,369478.5743,5031073.309,-75.67360043,45.41660572,2014-05-30,17:08,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
14138,HIGHWAY 417 btwn HWY417 IC118 RAMP57 & HWY417 IC118 RAMP35,369456.7733,5031038.238,-75.67388355,45.41629218,2014-05-31,14:05,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Old Ottawa East
14139,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,381774.0226,5025560.144,-75.51738261,45.36575767,2014-05-31,11:01,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Greenbelt
14140,BASELINE RD @ ST. HELEN'S PL,364106.6444,5024730.102,-75.74299367,45.36000661,2014-09-22,16:30,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Braemar Park - Bel Air Heights - Copeland Park
14141,FAIRLEA CRES btwn HEATHERINGTON RD & GORE PRIV,372050.3893,5026736.352,-75.64133519,45.37734112,2014-12-01,9:57,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Ledbury - Heron Gate - Ridgemont - Elmwood
14142,DONALD ST @ ST. LAURENT BLVD,372093.2059,5032473.852,-75.64000562,45.42896059,2014-10-14,21:38,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Overbrook
14143,RIVERSIDE DR EB @ BILLINGS BRIDGE SC SE,369250.8953,5027836.469,-75.6769322,45.38750275,2014-08-06,9:31,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,Alta Vista
14144,RIVERSIDE DR @ HERON RD,368120.8019,5026647.827,-75.69151502,45.37691075,2014-08-03,17:28,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,Riverside Park
14145,HWY 417 TERRYFO IC140R52 @ TERRY FOX DR,351053.6535,5018433.895,-75.91018387,45.30433465,2014-09-25,17:44,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Katimavik - Hazeldean
14146,JEANNE D'ARC BLVD  S btwn WOODCLIFFE PRIV & HENRI LAUZON ST,380549.8684,5036175.178,-75.53137594,45.46139753,2014-02-09,19:10,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Chapel Hill
14147,RIVERSIDE DR RAMP 34 @ RIVERSIDE DR,368340.2189,5027182.626,-75.68864495,45.38170286,2014-08-19,18:34,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Riverside Park
14148,BILLINGS BRIDGESC RAMP NB @ RIVERSIDE DR WB,369023.0311,5027793.247,-75.67984746,45.38713478,2014-08-23,14:50,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,Alta Vista
14149,HIGHWAY 417 btwn HWY417 IC96 RAMP61 & HIGHWAY 417,387482.8741,5023867.486,-75.44480098,45.34987846,2014-12-01,4:36,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Navan - Vars
14150,HIGHWAY 417 btwn HWY417 IC118 RAMP57 & HWY417 IC118 RAMP35,369449.4504,5031033.89,-75.67397768,45.41625373,2014-12-22,18:33,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Old Ottawa East
14151,HIGHWAY 416 btwn HWY416 IC49 RAMP34 & HWY416 IC49 RAMP43,369157.2454,5001186.956,-75.68158136,45.14772225,2014-12-24,15:15,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Kars - Osgoode
14152,BANK ST @ JOHNSTON RD,370852.0221,5024838.362,-75.65688823,45.36037764,2014-03-06,8:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,South Keys - Heron Gate - Greenboro West
14153,THURSTON DR btwn CONROY RD & THOMAS SPRATT PL,373779.9411,5027134.233,-75.61919897,45.38075294,2014-07-02,16:45,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,Industrial Park
14154,RIVERSIDE DR NB btwn FROBISHER LANE & HINCKS LANE,370127.1953,5029626.036,-75.66550566,45.40352345,2014-11-07,8:25,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
14155,SOMERSET ST    W btwn ARTHUR ST & CAMBRIDGE ST N,366866.0778,5030414.955,-75.70705998,45.41091866,2014-10-30,17:11,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other,Centretown West
14156,HIGHWAY 417 btwn HWY417 IC142 RAMP35 & HWY417 IC142 RAMP25,348963.5491,5017234.177,-75.93694195,45.29367373,2014-12-25,1:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Stittsville - Basswood
14157,HIGHWAY 7 btwn HAZELDEAN IC RAMP 53 & HIGHWAY 7,345868.3716,5011480.622,-75.97687762,45.24208851,2014-12-25,19:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Stittsville - Basswood
14158,LEITRIM RD @ LIMEBANK RD S,369355.8724,5017878.878,-75.67689115,45.29789714,2014-06-23,9:06,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Gloucester
14159,BENTBROOK CRES btwn TARTAN DR & TARTAN DR,363436.2829,5014634.946,-75.75274442,45.26922718,2014-06-24,12:06,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Barrhaven West - Old Barrhaven
14160,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51,365171.3775,5028727.265,-75.72891564,45.39588145,2014-12-15,17:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Civic Hospital - Experimental Farm - Central Park
14161,HIGHWAY 417 btwn HWY417 IC117 RAMP51 & HWY417 IC117 RAMP35,370464.3744,5031136.754,-75.66099773,45.41708475,2014-12-16,20:32,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Industrial Park
14162,HIGHWAY 417 btwn HWY417 IC118 RAMP67 & HWY417 IC117 RAMP36,369746.8376,5031157.405,-75.6701621,45.41733754,2014-12-15,23:20,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,99 - Other,Sandy Hill
14163,ST. LAURENT BLVD @ MCARTHUR AVE,371923.2342,5032887.575,-75.64212118,45.43269941,2014-07-08,15:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Cummings
14164,CLEOPATRA DR btwn CAMELOT DR & Continuation of CLEOPATRA DR,365409.3326,5021295.818,-75.7267881,45.32899399,2014-07-22,15:52,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
14165,HIGHWAY 417 btwn HWY417 IC115 RAMP36 & HWY417 IC115 RAMP26,372381.0894,5031514.024,-75.63645863,45.42029675,2014-12-19,14:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Overbrook
14166,HIGHWAY 416 btwn HWY416 IC66 RAMP62 & HWY416 IC72 RAMP24,360316.2289,5018046.823,-75.79212125,45.30018077,2014-12-26,17:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Greenbelt
14167,HIGHWAY 417 btwn HWY417 IC122 RAMP16 & HWY417 IC122 RAMP61,365429.8098,5028959.094,-75.72558666,45.39794507,2014-12-25,12:15,06 - Strong wind,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,Civi
14168,HIGHWAY 417 btwn RAMP & HWY417 IC145 RAMP55,345823.7496,5014763.224,-75.97717498,45.27162942,2014-12-26,12:58,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Stittsville - Basswood
14169,INNES RD @ 240 E OF TENTH LINE RD/HOME DEPOT E,384167.8209,5036257.743,-75.48510649,45.46173873,2014-07-24,16:08,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Fallingbrook
14170,INNES RD @ 215 W OF CYRVILLE RD/HOME DEPOT W,374864.6549,5031001.455,-75.6048007,45.41544062,2014-05-26,13:55,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Industrial Park
14171,BARNSDALE RD btwn PRINCE OF WALES DR & RIDEAU VALLEY DR,366744.7263,5011589.655,-75.7109654,45.24154213,2014-11-10,18:29,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,03 - Rear end,New Barrhaven
14172,HWY 417 WOODROFF IC127R63 @ WOODROFFE AVE,362111.4748,5024871.033,-75.76844209,45.36144064,2014-08-15,17:10,02 - Rain,02 - Wet,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Carlingwood West - Glabar Park - McKellar Heights
14173,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,385012.5653,5024969.149,-75.47614319,45.36007725,2014-12-26,13:51,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Greenbelt
14174,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC115 RAMP61,372686.0775,5031545.378,-75.63255766,45.42054933,2014-12-08,0:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,04 - Sideswipe,Cummings
14175,HIGHWAY 417 btwn HWY417 IC119A RAMP75 & HWY417 IC118 RAMP57,369053.2509,5030765.006,-75.67907443,45.41387091,2014-12-17,16:15,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,03 - Rear end,Old Ottawa East
14176,HIGHWAY 417 btwn HWY417 IC104 RAMP51 & HWY417 IC104 RAMP15,379921.489,5025933.216,-75.54097117,45.36931533,2014-12-27,19:45,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Greenbelt
14177,HIGHWAY 416 btwn HWY416 IC66 RAMP34 & HWY416 IC72 RAMP53,360272.8438,5017843.755,-75.79269713,45.29835697,2014-12-28,16:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other,Greenbelt
14178,INNES RD @ ORLEANS BLVD,380459.28,5034297.009,-75.53282305,45.44450904,2014-07-09,19:26,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Orleans Village - Chateauneuf
14179,MANOTICK STATION RD btwn HERBERTS CORNERS RD & SNAKE ISLAND RD,376711.496,5005814.28,-75.58486054,45.18862928,2014-11-17,16:59,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,99 - Other,Kars - Osgoode
14180,HIGHWAY 417 btwn HWY417 IC134 RAMP36 & HWY417 IC134 RAMP26,356421.8541,5022294.078,-75.84133173,45.33869505,2014-12-29,13:44,01 - Clear,01 - Dry,10 - No control,06 - Underpass or tunnel,01 - Daylight,03 - P.D. only,07 - SMV other,Greenbelt
14181,HIGHWAY 417 btwn HWY417 IC142 RAMP51 & HWY417 IC142 RAMP35,348668.7274,5016970.069,-75.94072392,45.29131567,2014-12-30,17:04,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,99 - Other,Stittsville - Basswood
14182,HIGHWAY 417 btwn HWY417 IC126 RAMP61 & HWY417 IC124 RAMP76,364065.6248,5027065.304,-75.74323704,45.38102189,2014-12-31,12:28,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Carlingwood West - Glabar Park - McKellar Heights
14183,HWY417 IC140 RAMP51 btwn HIGHWAY 417 & HWY417 IC140 RAMP53,350615.7099,5018339.698,-75.91577684,45.30351574,2014-12-30,15:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Katimavik - Hazeldean
14184,CARP RD btwn MCCOOEYE LANE & STITTSVILLE MAIN ST,349480.5219,5014321.629,-75.93061339,45.26743296,2014-09-28,18:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Stittsville
14185,ELGIN ST @ PRETORIA AVE,368635.5011,5030417.123,-75.68445628,45.41077901,2014-09-27,17:59,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,The Glebe
14186,HWY 417 MAITLAND IC126R63 @ MAITLAND AVE,363166.6419,5025928.449,-75.75484953,45.37086809,2014-12-30,14:45,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Carlingwood West - Glabar Park - McKellar Heights
14187,HIGHWAY 416 btwn HIGHWAY 416 & HWY416 IC57 RAMP52,364712.1539,5008105.636,-75.73727277,45.21036861,2014-12-13,7:14,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,04 - Sideswipe,New Barrhaven
14188,HIGHWAY 417 btwn HWY417 IC88 RAMP51 & HWY417 IC88 RAMP15,395096.198,5022436.695,-75.34791979,45.33606697,2014-12-25,16:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other,Navan - Vars
14189,CARLING AVE @ BROADVIEW AVE,363180.9896,5026638.542,-75.75458244,45.37725622,2014-07-22,9:17,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Carlingwood - McKellar Park - Laurentien View
14190,BASELINE RD @ CENTREPOINTE DR W/COBDEN RD,361632.7439,5023206.117,-75.77474379,45.34649879,2014-07-22,14:49,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Iris
