Record,Location,X,Y,lon,lat,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
14558,HIGHWAY 417 btwn HWY417 IC119B RAMP76 & HWY417 IC119A RAMP67,368406.6153,5030432.607,-75.68737816,45.41093917,1/8/2015,7:40,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,04 - Sideswipe,Centretown
14559,GALETTA SIDE RD btwn NEWTOWN RD & FERRY RD,329956.7889,5036944.175,-76.17825671,45.47197126,12/1/2015,20:29,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Fitzro
14560,HWY417 IC118 RAMP52 btwn HWY417 IC118 RAMP57 & HWY417 IC118 RAMP62,369455.5647,5031080.035,-75.67389351,45.41666837,12/30/2015,16:15,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,03 - Rear end,Sandy Hill
14561,OGILVIE RD @ CITY PARK DR E/CSIS HQ ACCESS,374189.4502,5033010.577,-75.61314356,45.43358493,12/17/2015,16:11,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,Industrial Park
14562,OTTAWA RIVER PKWY @ VIMY PLACE PRIV,365974.8214,5030797.633,-75.71839787,45.41444037,12/11/2015,16:16,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement,LeBreton Flats
14563,HAWTHORNE AVE btwn COLONEL BY DR & MAIN ST,368859.4665,5030577.85,-75.68157437,45.41220471,12/11/2015,18:02,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Old Ottawa East
14564,KNIGHTSBRIDGE RD @ WOODROFFE AVE,361622.2404,5026559.802,-75.77449222,45.37667587,11/8/2015,10:05,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Carlingwood - McKellar Park - Laurentien View
14565,METCALFE ST @ LAURIER AVE,367793.4314,5031452.298,-75.69508092,45.42016948,12/16/2015,17:01,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Downtown
14566,JEANNE D'ARC BLVD @ KINGFISHER CRES E/LAWNSBER,382156.2466,5039118.012,-75.51037465,45.48769858,12/12/2015,19:08,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Chatelaine Village
14567,INNES RD @ PROVENCE AVE,386110.1887,5037083.238,-75.46013652,45.46894235,12/21/2015,17:46,04 - Freezing Rain,06 - Ice,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Notting Hill
14568,CARLING AVE @ CLYDE AVE/COLE AVE,363519.9686,5026849.82,-75.75022955,45.37912894,7/23/2015,19:14,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Carlingwood - McKellar Park - Laurentien View
14569,HUNT CLUB RD btwn LORRY GREENBERG DR & PIKE ST,373011.5437,5024920.629,-75.62931512,45.36091106,12/12/2015,19:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Greenboro East
14570,TENTH LINE RD @ CHARLEMAGNE BLVD N/TOMPKINS AV,383183.9299,5037977.882,-75.4974114,45.47732608,12/14/2015,9:50,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,Queenswood Heights
14571,BLAIR RD @ OGILVIE RD,374505.5576,5033198.575,-75.60907731,45.43524499,12/15/2015,6:15,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Industrial Park
14572,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367458.7103,5021891.503,-75.70057067,45.33417389,11/29/2015,15:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
14573,CORLISS ST btwn DUNHAM ST & APPLEFORD ST,374533.5101,5033675.812,-75.60865248,45.43953612,12/20/2015,22:32,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Beacon Hill South - Cardinal Heights
14574,BANK ST btwn 73 N OF EVANS BLVD & EVANS AVE,369902.8398,5027088.919,-75.66870604,45.38071624,12/15/2015,13:18,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Alta Vista
14575,ABERDEEN ST btwn PRESTON ST & END,366562.814,5029302.182,-75.71107342,45.40093306,12/12/2015,10:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Little Italy
14576,CROSSCUT TER btwn MILLSTREAM WAY & PIMLICO CRES,371338.4474,5023689.135,-75.65083468,45.34999127,12/12/2015,11:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,99 - Other,Emerald Woods - Sawmill Creek
14577,EARL ARMSTRONG RD @ LIMEBANK RD,370155.7209,5015959.729,-75.66694672,45.28055504,11/30/2015,16:25,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,Greenbelt
14578,DOWNEY RD btwn RIDEAU RD & MITCH OWENS RD,372595.8453,5012807.68,-75.63627753,45.25196252,12/16/2015,17:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Manotick
14579,KING EDWARD AVE @ OSGOODE ST/THOMAS MORE PRIV,368848.2628,5031851.853,-75.68155189,45.42366876,12/16/2015,16:20,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,Sandy Hill
14580,ST. PATRICK ST @ SUSSEX DR,367666.1923,5032463.086,-75.69657759,45.42927566,11/13/2015,16:22,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,04 - Sideswipe,Byward Market
14581,RICHMOND RD btwn ROOSEVELT AVE & WINSTON AVE,362993.1339,5028129.829,-75.756805,45.39069024,12/31/2015,9:47,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching,Westboro
14582,GREENBANK RD @ BELLMAN DR/BATEMAN DR,361255.9535,5021017.489,-75.77980141,45.32683599,12/28/2015,13:18,01 - Clear,05 - Packed snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sheahan Estates - Trend Village - Arlington Woods
14583,MONTREAL RD @ ST. LAURENT BLVD,371545.7029,5033818.317,-75.64681954,45.44110993,12/29/2015,6:25,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Cummings
14584,VANIER PKWY NB btwn PRESLAND RD & COVENTRY RD,370659.0564,5031621.811,-75.65844569,45.4214308,7/29/2015,14:52,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Overbrook
14585,BANK ST @ HERON RD,369996.442,5026850.098,-75.6675425,45.3785587,12/13/2015,21:38,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Alta Vista
14586,CARLING AVE WB btwn TAVISTOCK RD & CONNAUGHT AVE,360743.8792,5025101.001,-75.78587149,45.36362035,7/7/2015,15:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Woodroffe - Lincoln Heights
14587,INNES RD btwn BLAIR RD & ANDERSON RD,376041.2977,5031708.322,-75.58966671,45.4216818,12/15/2015,6:43,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Greenbelt
14588,INNES RD @ STONEHENGE CRES E,375363.7425,5031313.192,-75.59838013,45.41819531,12/15/2015,7:16,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,03 - Dawn,03 - P.D. only,04 - Sideswipe,Greenbelt
14589,MAITLAND AVE @ TERREBONNE DR,364009.96,5025135.517,-75.74417909,45.36366265,12/21/2015,17:10,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Civic Hospital - Experimental Farm - Central Park
14590,EDGEWOOD AVE @ RICHMOND RD,363395.6873,5028401.108,-75.75163214,45.3930976,12/21/2015,17:46,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Westboro
14591,JAMIE AVE @ SUNDERLAND ST,366066.1471,5022021.784,-75.71831984,45.33546911,12/18/2015,9:53,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Industrial Park
14592,RICHMOND RD @ FRASER AVE,362488.9699,5027692.265,-75.76329438,45.38679481,12/19/2015,9:40,03 - Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Carlingwood - McKellar Park - Laurentien View
14593,ROBERTSON RD btwn FITZGERALD RD & MOODIE DR,356974.2333,5020399.16,-75.83448385,45.32160354,10/25/2015,22:34,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,07 - SMV other,Bells Corners West
14594,AVIATION PKWY @ MONTREAL RD,372146.3556,5034107.861,-75.63910291,45.4436575,12/12/2015,11:16,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Cummings
14595,DALHOUSIE ST @ RIDEAU ST,368207.4311,5032227.581,-75.68969164,45.42710781,12/12/2015,11:43,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Byward Market - Parliament Hill
14596,CONROY RD @ WALKLEY RD,372903.9031,5027462.99,-75.63033839,45.38379667,12/17/2015,11:22,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
14597,MURRAY ST btwn PARENT AVE & DALHOUSIE ST,367917.6666,5032521.609,-75.6933566,45.42977958,12/17/2015,13:15,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Byward Market
14598,DALHOUSIE ST btwn ST. ANDREW ST & GUIGUES AVE,367902.827,5032726.502,-75.69351997,45.43162448,12/30/2015,18:23,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Lower Town
14599,JOLIFFE ST @ TAWNEY RD,374002.0231,5028512.543,-75.6161703,45.39313244,12/31/2015,12:43,01 - Clear,05 - Packed snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Hawthorne Meadows
14600,GREENFIELD AVE @ MAIN ST,368891.7155,5030816.575,-75.68113135,45.41434972,9/3/2015,8:24,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Old Ottawa East
14601,REGIONAL ROAD 174 btwn OR174 IC109 RAMP56 & OR174 IC109 RAMP86,376378.4381,5034826.138,-75.5849059,45.44969958,12/15/2015,8:51,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
14602,JEANNE D'ARC BLVD @ ORLEANS BLVD S,380941.4665,5036250.58,-75.52635757,45.46203337,12/15/2015,11:29,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Orleans Village - Chateauneuf
14603,CAMPEAU DR/HWY 417 MARCH IC138R63 @ MARCH RD,352841.6249,5020475.745,-75.88718736,45.32258765,12/22/2015,13:10,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
14604,LISGAR ST @ METCALFE ST,367914.9864,5031250.865,-75.69355367,45.4183461,12/24/2015,17:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Centretown
14605,RIDDELL DR @ SIXTH LINE RD,350155.6258,5029096.559,-75.92065663,45.40033809,12/22/2015,9:00,02 - Rain,02 - Wet,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,Carp - Hardwood Plains
14606,DRIVEWAY (THE) btwn GILMOUR ST & LEWIS ST,368712.4061,5031367.649,-75.68335059,45.41932449,11/8/2015,4:09,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,99 - Other,Golden Triangle
14607,FALLOWFIELD RD btwn CONLEY RD & HUNTLEY RD,350384.4278,5007836.506,-75.91968937,45.20901931,11/11/2015,7:09,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
14608,HUNT CLUB RD @ DOWNPATRICK RD/MCCARTHY RD,370508.4564,5023399.065,-75.66146444,45.34745956,12/13/2015,10:34,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Hunt Club East - Western Community
14609,INNES RD @ O'TOOLE RD,389108.5066,5038304.27,-75.42158868,45.47957234,12/21/2015,13:47,04 - Freezing Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Navan - Vars
14610,ST. LAURENT BLVD @ WALKLEY RD,373903.4721,5028046.855,-75.61749403,45.38895213,12/24/2015,12:40,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Hawthorne Meadows
14611,BRONSON AVE @ FIFTH AVE/MADAWASKA DR,367614.4347,5028938.554,-75.69768817,45.39756767,12/30/2015,20:01,02 - Rain,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,The Glebe
14612,BRONSON AVE btwn MADAWASKA DR & OLD SUNSET BLVD,367617.3228,5028928.445,-75.69765258,45.39747646,5/15/2015,12:21,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,The Glebe
14613,KING EDWARD AVE @ RIDEAU ST,368511.7072,5032412.867,-75.6857796,45.4287473,12/16/2015,0:26,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Lowe
14614,KING EDWARD AVE @ RIDEAU ST,368510.2632,5032413.589,-75.68579796,45.42875393,1/29/2015,20:15,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Lowe
14615,DALY AVE @ NICHOLAS ST,368225.5349,5032046.574,-75.68948362,45.42547753,12/26/2015,15:15,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Byward Market - Parliament Hill
14616,ISABELLA ST/HWY417 IC119AR75 @ METCALFE ST,368448.7065,5030399.565,-75.68684474,45.41063804,12/27/2015,17:03,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,The Glebe
14617,FISHER AVE @ NORMANDY CRES N,366684.7045,5024783.244,-75.71008302,45.36026194,12/30/2015,14:27,01 - Clear,03 - Loose snow,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Carleton Heights - Rideauview
14618,CANAAN RD @ REGIONAL RD 174,395772.538,5043412.829,-75.33541715,45.52469538,11/12/2015,17:06,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Clarence-Rockland
14619,MCARTHUR AVE @ VANIER PKWY,370219.427,5032688.42,-75.66392105,45.43106896,12/13/2015,13:49,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,Vanier South
14620,GILMOUR ST @ O'CONNOR ST,367944.4334,5030868.57,-75.69322644,45.41490368,12/14/2015,15:53,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown
14621,WALKLEY RD btwn GLENHAVEN PRIV & BANK ST,370267.8159,5025906.58,-75.66420292,45.37004393,6/23/2015,16:08,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Ledbury - Heron Gate - Ridgemont - Elmwood
14622,PRINCE OF WALES DR @ WATERBRIDGE DR,367315.371,5015946.441,-75.70314917,45.2806938,7/18/2015,15:52,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
14623,MONTREAL RD btwn MARIER AVE & BEGIN ST,370446.628,5033278.212,-75.66093903,45.43635437,12/30/2015,15:33,03 - Snow,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Vanier South
14624,BANK ST @ RIDEAU RD,376953.6695,5017843.39,-75.58003376,45.29683866,11/5/2015,10:40,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
14625,BLAIR RD btwn BEAVERPOND DR & INNES RD,375566.4605,5031466.27,-75.59576826,45.41955214,11/27/2015,17:09,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,02 - Angle,Greenbelt
14626,HAWTHORNE AVE btwn COLONEL BY DR & MAIN ST,368917.9308,5030610.736,-75.68082322,45.41249525,11/27/2015,18:39,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Old Ottawa East
14627,WILBROD ST btwn CORNWALL ST & NELSON ST,368793.4945,5032212.028,-75.68220489,45.4269145,10/29/2015,10:46,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
14628,BANK ST @ LEITRIM RD,375357.7542,5021618.775,-75.59984163,45.3309702,12/22/2015,17:52,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Greenbelt
14629,OLD TENTH LINE RD @ TENTH LINE RD,383040.5711,5038358.257,-75.49918419,45.48076443,10/2/2015,14:38,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Queenswood Heights
14630,STRANDHERD DR btwn CLARIDGE DR & BEATRICE DR,365430.6261,5015354.695,-75.72724308,45.27553436,12/27/2015,18:43,04 - Freezing Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,New Barrhaven
14631,DORSET DR btwn BEAUMONT RD & DELMAR DR,371974.6135,5028012.122,-75.64212899,45.38882727,12/31/2015,18:20,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Playfair Park - Lynda Park - Guildwood Estates
14632,REGIONAL ROAD 174 btwn Continuation of REGIONAL ROAD 174 & OR174 IC112,374511.1227,5032628.227,-75.60908694,45.43011276,9/9/2015,14:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Pineview
14633,INNES RD btwn VISENEAU DR & BELCOURT BLVD,382112.9146,5035259.39,-75.511536,45.45298681,11/27/2015,18:46,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Chapel Hill South
14634,MAITLAND AVE/GLENMOUNT AVE @ ERINDALE DR,363698.1277,5025212.043,-75.7481502,45.36437749,12/16/2015,9:08,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Braemar Park - Bel Air Heights - Copeland Park
14635,KENT ST @ QUEEN ST,367180.2359,5031386.761,-75.70292376,45.41963474,12/16/2015,8:55,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Downtown
14636,BYWARD MARKET @ GEORGE ST,368020.7041,5032210.862,-75.6920798,45.42697428,10/26/2015,12:22,01 - Clear,01 - Dry,10 - No control,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Byward Market
14637,PARKDALE AVE @ SHERWOOD DR,365379.981,5028747.711,-75.72624902,45.39604741,12/31/2015,18:05,01 - Clear,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Civic Hospital - Experimental Farm - Central Park
14638,MEADOWLANDS DR btwn ASHWOOD CRES & BAYNE AVE,364734.5122,5023656.918,-75.73511021,45.35029685,12/9/2015,15:28,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Crestview - Meadowlands
14639,RICHMOND RD btwn ROBERTSON RD & STINSON AVE,357618.0883,5020773.308,-75.82623173,45.32492201,12/13/2015,16:53,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe,Bells Corners East
14640,RAMSAYVILLE RD @ WALKLEY EXTENSION RD,376462.6438,5029422.556,-75.58461568,45.40107276,12/21/2015,18:47,03 - Snow,03 - Loose snow,10 - No control,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,Greenbelt
14641,CATHERINE ST @ KENT ST,367906.9855,5030187.842,-75.693792,45.40878208,11/1/2015,13:22,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown
14642,BELFAST RD @ TRAINYARDS,371884.1649,5030912.852,-75.64288938,45.4149355,12/22/2015,18:27,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,05 - Turning movement,Industrial Park
14643,COLONNADE RD @ MERIVALE RD,365364.417,5022544.496,-75.72720824,45.34023332,12/23/2015,18:30,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Tanglewood
14644,WELLINGTON ST    W btwn PINHEY ST & MELROSE AVE,365461.6459,5029552.9,-75.72510703,45.40328524,11/10/2015,22:01,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,02 - Angle,Civi
14645,CUMMINGS AVE btwn WELDON DR & OGILVIE RD,372745.1101,5032179.972,-75.63171591,45.42625338,11/12/2015,17:16,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,05 - Dusk,03 - P.D. only,02 - Angle,Cummings
14646,WESTERN AVE @ WELLINGTON ST,364338.4168,5028968.557,-75.73952444,45.39812388,2/3/2015,12:42,01 - Clear,04 - Slush,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Island Park
14647,BANK ST btwn 73 N OF EVANS BLVD & EVANS AVE,369906.3458,5027082.88,-75.66866207,45.38066158,8/20/2015,17:24,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching,Alta Vista
14648,RICHARDSON SIDE RD btwn MARCH RD & BREWER HUNT WAY,351426.034,5021817.81,-75.90511706,45.3347593,12/5/2015,16:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,05 - Turning movement,South March
14649,FAIRMONT AVE @ GLADSTONE AVE,365735.7024,5029343.841,-75.72163238,45.40138038,12/16/2015,12:48,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Civi
14650,COOPER ST @ O'CONNOR ST,367808.7112,5031084.849,-75.69493268,45.41686192,12/16/2015,16:36,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,05 - Dusk,03 - P.D. only,05 - Turning movement,Centretown
14651,BANK ST @ COLLINS AVE/WILDWOOD AVE,370049.9978,5026698.259,-75.66687881,45.37718752,12/22/2015,12:27,01 - Clear,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Ledbury - Heron Gate - Ridgemont - Elmwood
14652,MCARTHUR AVE @ VANIER PKWY,370217.983,5032689.864,-75.66393931,45.43108209,12/31/2015,15:25,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Vanier South
14653,RUSSELL RD btwn RAMSAYVILLE RD & TREADWELL RD,377832.6352,5026814.851,-75.56750428,45.37746857,12/11/2015,21:58,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Greenbelt
14654,BESSERER ST @ WALLER ST,368315.9333,5032190.534,-75.68830997,45.42676463,12/28/2015,15:42,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Byward Market - Parliament Hill
14655,PARKDALE AVE @ WELLINGTON ST,365149.7006,5029269.834,-75.7291261,45.40076524,11/13/2015,12:44,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Islan
14656,ALTA VISTA DR btwn SMYTH RD & VALOUR DR,370411.0553,5029183.363,-75.66193889,45.39951389,11/13/2015,16:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
14657,MAITLAND AVE @ WOODWARD DR,363272.2506,5025662.527,-75.75353285,45.36846655,12/21/2015,12:10,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Braemar Park - Bel Air Heights - Copeland Park
14658,BEECHWOOD AVE @ CHARLEVOIX ST/MACKAY ST,369185.149,5033593.795,-75.67701963,45.43931116,12/11/2015,8:50,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Lindenlea - New Edinburgh
14659,ST. JOSEPH BLVD btwn COUSINEAU ST & DUSSERE ST,380736.4308,5037047.738,-75.52885588,45.46922787,11/27/2015,17:53,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Industrial Park
14660,INDUSTRIAL AVE @ RIVERSIDE DR,370684.7186,5030591.109,-75.65825561,45.41215455,7/16/2015,17:31,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
14661,JEANNE MANCE ST btwn CODY AVE & OLMSTEAD ST,370459.492,5032941.147,-75.66081958,45.4333204,12/7/2015,11:55,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Vanier South
14662,WALKLEY EXTENSION RD btwn HWY417 IC110 RAMP65 & HWY417 IC110 RAMP56,375816.0691,5029085.089,-75.59292225,45.3981023,12/30/2015,7:12,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,04 - Sideswipe,Greenbelt
