Record,Location,X,Y,lon,lat,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
10480,OGILVIE RD btwn BLAIR PL & ELMLEA GT,374969.5346,5033473.924,-75.60310859,45.43767602,2016-09-08,15:34,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Beacon Hill South - Cardinal Heights
10481,OGILVIE RD btwn BLAIR RD & DUNHAM ST,374703.7464,5033315.032,-75.60652799,45.43627302,2016-01-11,16:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Beacon Hill South - Cardinal Heights
10482,OGILVIE RD btwn CADBORO RD & BATHGATE DR,373760.4065,5032760.276,-75.61866151,45.43137529,2016-05-06,17:28,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
10483,OGILVIE RD btwn CADBORO RD & BATHGATE DR,373645.9549,5032692.501,-75.62013354,45.43077676,2016-02-21,0:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Industrial Park
10484,OGILVIE RD btwn CITY PARK DR & BLAIR RD (1),374212.4969,5033025.519,-75.61284693,45.43371708,2016-09-30,13:01,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
10485,OGILVIE RD btwn CUMMINGS AVE & BEAULIEU PL,372751.5742,5032171.244,-75.63163452,45.42617422,2016-08-26,13:42,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Cummings
10486,OGILVIE RD btwn CUMMINGS AVE & BEAULIEU PL,372947.0295,5032280.75,-75.6291219,45.42714048,2016-01-07,11:34,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Industrial Park
10487,OGILVIE RD btwn CUMMINGS AVE & BEAULIEU PL,372760.617,5032177.095,-75.63151816,45.42622598,2016-05-03,15:35,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
10488,OGILVIE RD btwn CYRVILLE RD & MURDOCK GT,372607.1403,5032098.329,-75.63349009,45.42553218,2016-08-30,9:52,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,01 - Fatal injury,04 - Sideswipe,Cummings
10489,OGILVIE RD btwn CYRVILLE RD & MURDOCK GT,372489.2145,5032026.983,-75.6350067,45.42490166,2016-07-08,14:19,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Cummings
10490,OGILVIE RD btwn CYRVILLE RD & MURDOCK GT,372608.1302,5032096.939,-75.63347763,45.42551958,2016-05-08,20:47,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,02 - Angle,Cummings
10491,OGILVIE RD btwn CYRVILLE RD & MURDOCK GT,372460.709,5032009.854,-75.63537328,45.4247503,2016-05-19,19:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Cummings
10492,OGILVIE RD btwn EASTVALE DR & LASSITER TER,375477.5868,5034982.667,-75.59639889,45.45119962,2016-07-15,16:30,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Beacon Hill North
10493,OGILVIE RD btwn ELMRIDGE DR & 190 E OF ELMRIDGE DR/JASMINE CRES,375506.0667,5034181.215,-75.59615,45.44398575,2016-11-21,21:51,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,01 - Approaching,Beacon Hill South - Cardinal Heights
10494,OGILVIE RD btwn JASMINE CRES & ELMRIDGE DR,375369.3857,5033739.231,-75.59796038,45.44002285,2016-03-02,18:53,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other,Beacon Hill South - Cardinal Heights
10495,OGILVIE RD btwn JASMINE CRES & ELMRIDGE DR,375402.1459,5033794.866,-75.59753371,45.44052012,2016-03-02,19:53,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Beacon Hill South - Cardinal Heights
10496,OGILVIE RD btwn KENDER AVE & LA VERENDRYE DR,375337.4067,5035376.073,-75.59813442,45.45475341,2016-04-28,7:48,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Beacon Hill North
10497,OGILVIE RD btwn MATHESON RD & CADBORO RD,373582.0914,5032654.462,-75.62095495,45.43044079,2016-04-08,17:28,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
10498,OGILVIE RD btwn MONTREAL RD & GREGORY CRT,375678.6279,5034366.765,-75.59391767,45.44563775,2016-01-16,15:17,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Beacon Hill South - Cardinal Heights
10499,OGILVIE RD btwn MURDOCK GT & CUMMINGS AVE,372727.1886,5032159.265,-75.63194776,45.42606881,2016-03-14,8:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Cummings
10500,OGILVIE RD btwn NASKAPI DR & MONTREAL RD,375641.9337,5034594.131,-75.59435396,45.44768717,2016-01-12,15:15,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Beacon Hill North
10501,OGILVIE RD btwn RADFORD CRT & KENDER AVE,375171.5206,5035625.571,-75.60021942,45.45701496,2016-12-08,12:53,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Beacon Hill North
10502,OGILVIE WALK CRES btwn AMBASSADOR AVE & AMBASSADOR AVE,374071.9804,5032666.418,-75.61469316,45.43050001,2016-02-18,7:59,01 - Clear,05 - Packed snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
10503,O'GRADY ST btwn MANOTICK MAIN ST & DICKINSON ST,368962.885,5009772.517,-75.68294829,45.22499295,2016-05-11,12:28,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Manotick
10504,OHIO ST btwn CLEMENTINE BLVD & BANK ST,369564.2168,5027549.092,-75.67296907,45.38488812,2016-11-30,19:09,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Alta Vista
10505,OLD ALMONTE RD btwn HOWIE RD & BEAVERTAIL RD,340890.1596,5014012.575,-76.04010324,45.26514521,2016-03-15,19:41,"07 - Fog, mist, smoke, dust",01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,07 - SMV other,Stittsville - Basswood
10506,OLD ALMONTE RD btwn HOWIE RD & BEAVERTAIL RD,341244.9369,5014520.645,-76.03554518,45.26969879,2016-08-02,6:04,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,07 - SMV other,Stittsville - Basswood
10507,OLD CARRIAGE CRT btwn DOW ST & DOW ST,385186.3471,5011414.366,-75.47612286,45.23810075,2016-03-03,12:59,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Metcalfe
10508,OLD GEORGE ST btwn OSGOODE MAIN ST & LION ST,374741.8302,5000783.656,-75.61062795,45.14356243,2016-10-15,12:45,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Kars - Osgoode
10509,OLD INNES RD @ BANTREE ST,373727.0351,5030355.204,-75.61942443,45.40973896,2016-07-20,14:55,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Industrial Park
10510,OLD INNES RD @ BANTREE ST,373727.7687,5030352.464,-75.61941544,45.40971423,2016-07-07,14:29,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Industrial Park
10511,OLD INNES RD @ BANTREE ST,373728.4966,5030353.117,-75.61940605,45.40972003,2016-06-17,18:29,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
10512,OLD INNES RD @ BANTREE ST,373727.3153,5030352.865,-75.61942117,45.40971788,2016-07-21,8:10,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
10513,OLD INNES RD @ BANTREE ST,373727.0318,5030348.086,-75.61942546,45.40967491,2016-11-07,10:20,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Industrial Park
10514,OLD INNES RD @ BANTREE ST,373728.3899,5030353.222,-75.6194074,45.40972099,2016-12-06,8:31,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
10515,OLD INNES RD @ BANTREE ST,373727.3107,5030352.44,-75.61942129,45.40971406,2016-11-22,17:25,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Industrial Park
10516,OLD MONTREAL RD btwn BECKETT'S CREEK RD & REGIONAL ROAD 174,394291.3678,5042761.695,-75.35449337,45.51902911,2016-06-09,15:55,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Cumberland - Estates
10517,OLD MONTREAL RD btwn FAUBERT ST & MARKET ST,390323.9268,5042534.185,-75.40530752,45.51748019,2016-12-11,16:22,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,06 - SMV unattended vehicle,Cumberland - Estates
10518,OLD MONTREAL RD btwn PIERRETTE DR & PIERRETTE DR,392001.7273,5042673.815,-75.38381117,45.5185286,2016-09-16,7:03,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Cumberland - Estates
10519,OLD MONTREAL RD btwn QUIGLEY HILL RD & CHEVALIER CRT,389400.3519,5042155.963,-75.41719226,45.51419007,2016-01-09,21:41,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Cumberland - Estates
10520,OLD MONTREAL RD E @ REGIONAL RD 174,394610.7218,5043037.719,-75.35035583,45.52147132,2016-05-18,0:35,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other,Cumberland - Estates
10521,OLD PRESCOTT RD @ THUNDERBIRD DR,377315.9845,5015015.791,-75.57582802,45.27135974,2016-11-21,6:39,03 - Snow,05 - Packed snow,02 - Stop sign,02 - Intersection related,03 - Dawn,02 - Non-fatal injury,01 - Approaching,Greely
10522,OLD PRESCOTT RD btwn CHRIS TIERNEY PRIV & BREANNA CARDILL ST,378532.1269,5010645.943,-75.56097929,45.23191507,2016-08-05,18:01,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Osgoode
10523,OLD PRESCOTT RD btwn MCKEOWN DR & PARKWAY RD,377850.206,5013775.259,-75.56920304,45.26014262,2016-08-30,22:59,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Greely
10524,OLD RICHMOND RD @ SANIBEL PRIV S,357367.8159,5019164.68,-75.82959479,45.31046619,2016-10-06,20:46,01 - Clear,01 - Dry,10 - No control,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Greenbelt
10525,OLD SECOND LINE RD @ TERRY FOX DR,348795.2,5022408.413,-75.93862864,45.34024358,2016-10-01,16:11,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,South March
10526,OLD SECOND LINE RD @ TERRY FOX DR,348795.2,5022408.413,-75.93862864,45.34024358,2016-02-16,9:53,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,South March
10527,OLD SECOND LINE RD @ TERRY FOX DR,348795.2,5022408.413,-75.93862864,45.34024358,2016-01-12,17:16,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement,South March
10528,OLD SECOND LINE RD @ TERRY FOX DR,348795.2,5022408.413,-75.93862864,45.34024358,2016-12-27,17:43,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,South March
10529,OLD SECOND LINE RD btwn BRADY AVE & TERRY FOX DR,348648.9425,5022569.454,-75.9404805,45.34170183,2016-05-13,20:46,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,South March
10530,OLD TENTH LINE RD @ TENTH LINE RD,383042.3431,5038359.997,-75.49916125,45.48077988,2016-09-06,15:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Queenswood Heights
10531,OLD TENTH LINE RD @ TENTH LINE RD,383042.2257,5038360.018,-75.49916275,45.48078009,2016-01-20,8:55,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Queenswood Heights
10532,OLD TENTH LINE RD @ TENTH LINE RD,383043.4656,5038362.01,-75.49914657,45.48079787,2016-07-18,14:20,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Queenswood Heights
10533,OLD TENTH LINE RD/OR174 IC101 RAMP63 @ ST. JOS,383117.9303,5038788.518,-75.49812618,45.48462685,2016-08-14,20:16,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,02 - Non-fatal injury,02 - Angle,Industrial Park
10534,OLD TENTH LINE RD/OR174 IC101 RAMP63 @ ST. JOS,383119.4846,5038784.95,-75.49810687,45.48459457,2016-01-05,13:58,01 - Clear,05 - Packed snow,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Industrial Park
10535,OLD TENTH LINE RD/OR174 IC101 RAMP63 @ ST. JOS,383120.4703,5038784.708,-75.4980943,45.48459229,2016-10-14,22:18,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,Industrial Park
10536,OLD TENTH LINE RD/OR174 IC101 RAMP63 @ ST. JOS,383119.2167,5038786.098,-75.49811012,45.48460493,2016-02-18,8:03,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
10537,OLD TENTH LINE RD/OR174 IC101 RAMP63 @ ST. JOS,383119.2519,5038787.929,-75.49810937,45.4846214,2016-10-14,11:44,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
10538,OLD WELLINGTON ST btwn LORD NELSON ST & WATERLOO ST,371948.8457,5001448.565,-75.64604984,45.14981631,2016-01-16,13:58,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Kars - Osgoode
10539,OLMSTEAD ST @ JEANNE MANCE ST,370466.9616,5032942.833,-75.6607239,45.43333486,2016-04-12,8:30,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Vanier South
10540,OLMSTEAD ST btwn DESCHAMPS AVE & MONTREAL RD,370305.4303,5033213.361,-75.66275218,45.43578411,2016-06-24,23:16,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Vanier North
10541,OMER-LACASSE AVE btwn COTTONWOOD CRES & COTTONWOOD CRES,383167.165,5036577.348,-75.49784916,45.46472721,2016-05-25,9:58,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Queenswood Heights
10542,ONTARIO ST @ NORTH RIVER RD,369938.7076,5032315.994,-75.6675576,45.42774423,2016-06-21,18:04,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Vanier South
10543,OR174 IC101 RAMP36 btwn TENTH LINE RD & REGIONAL ROAD 174,382639.6812,5039181.011,-75.50418098,45.48821164,2016-09-12,20:03,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Chatelaine Village
10544,OR174 IC102 RAMP15 @ PLACE D'ORLEANS DR,381879.6216,5038346.18,-75.51403417,45.48078491,2016-09-03,14:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
10545,OR174 IC102 RAMP15 @ PLACE D'ORLEANS DR,381880.1469,5038346.955,-75.51402733,45.48079182,2016-07-13,16:46,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
10546,OR174 IC105 RAMP36 btwn JEANNE D'ARC BLVD N & OR174 IC105 RAMP16,379272.0407,5037271.894,-75.54754724,45.47140233,2016-05-11,15:29,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenbelt
10547,OR174 IC105 RAMP51 btwn REGIONAL ROAD 174 & OR174 IC105 RAMP53,379367.5034,5036852.92,-75.54639007,45.46762254,2016-07-07,20:11,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenbelt
10548,OR174 IC105 RAMP51 btwn REGIONAL ROAD 174 & OR174 IC105 RAMP53,379364.5367,5036855.154,-75.54642766,45.46764296,2016-03-08,2:08,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Greenbelt
10549,OR174 IC109 RAMP56 @ MONTREAL RD,376179.2937,5034879.367,-75.58744381,45.45019887,2016-12-05,8:00,03 - Snow,03 - Loose snow,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Beacon Hill South - Cardinal Heights
10550,OR174 IC109 RAMP56 @ REGIONAL RD 174,376310.4259,5034668.941,-75.58579814,45.44829219,2016-01-03,22:14,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,07 - Dark,02 - Non-fatal injury,04 - Sideswipe,Greenbelt
10551,OR174 IC109 RAMP65 @ MONTREAL RD,376402.7716,5034982.552,-75.58457208,45.4511044,2016-04-17,19:31,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,02 - Angle,Beacon Hill South - Cardinal Heights
10552,OR174 IC109 RAMP65 @ MONTREAL RD,376403.0384,5034982.776,-75.58456864,45.45110639,2016-02-12,22:54,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,Beacon Hill South - Cardinal Heights
10553,OR174 IC109 RAMP65 @ MONTREAL RD,376399.0638,5034983.718,-75.58461931,45.45111528,2016-12-24,7:31,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,03 - Dawn,03 - P.D. only,04 - Sideswipe,Greenbelt
10554,OR174 IC109 RAMP66 @ MONTREAL RD,376297.3829,5034935.602,-75.58592611,45.45069277,2016-01-15,7:50,01 - Clear,04 - Slush,03 - Yield sign,02 - Intersection related,03 - Dawn,02 - Non-fatal injury,03 - Rear end,Beacon Hill South - Cardinal Heights
10555,OR174 IC109 RAMP86 btwn MONTREAL RD & REGIONAL ROAD 174,376466.4612,5035013.267,-75.58375345,45.45137423,2016-07-21,9:11,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Greenbelt
10556,OR174 IC112 RAMP36 btwn REGIONAL ROAD 174 & BLAIR RD,374624.1358,5032744.426,-75.60762633,45.43114698,2016-03-24,16:45,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Industrial Park
10557,OR174 IC112 RAMP36 btwn REGIONAL ROAD 174 & BLAIR RD,374696.0472,5032870.172,-75.60668954,45.43227119,2016-03-19,19:17,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Industrial Park
10558,OR174 IC112 RAMP61 btwn OR174 IC112 RAMP36 & REGIONAL ROAD 174,374681.054,5033017.261,-75.60686026,45.43359611,2016-02-16,8:06,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Beacon Hill South - Cardinal Heights
10559,ORANGEVILLE ST/HWY 417 ROCHEST IC121BR51 @ ROC,366778.2244,5029520.966,-75.70829464,45.40288258,2016-01-09,16:21,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,02 - Angle,Little Italy
10560,ORANGEVILLE ST/HWY 417 ROCHEST IC121BR51 @ ROC,366778.5325,5029522.802,-75.70829048,45.40289907,2016-12-23,6:30,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Little Italy
10561,ORCHARDVIEW AVE @ GARDENWAY DR,384735.6727,5036806.362,-75.47775719,45.46660994,2016-06-26,13:25,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle,Fallingbrook
10562,ORCHARDVIEW AVE @ GARDENWAY DR,384736.8178,5036807.429,-75.47774238,45.46661941,2016-04-06,17:45,03 - Snow,03 - Loose snow,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Fallingbrook
10563,ORIENT PARK DR btwn AUTUMN HILL CRES & CLEROUX CRES,379218.4238,5033272.464,-75.54883801,45.43542411,2016-12-05,9:11,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,02 - Angle,Blackburn Hamlet
10564,ORIENT PARK DR btwn KELDEN CRES & FALKIRK CRES,378550.8626,5032964.423,-75.55741526,45.4327233,2016-02-14,7:13,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Blackburn Hamlet
10565,ORLEANS BLVD @ LONGLEAF DR N/SILVERBIRCH ST,380738.9845,5034033.675,-75.52928865,45.44210943,2016-11-25,15:28,01 - Clear,03 - Loose snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Chapel Hill South
10566,ORLEANS BLVD @ MAPLE RUN AVE/BEAUSEJOUR DR S,380572.5344,5035316.228,-75.53121851,45.45366692,2016-09-02,16:07,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle,Orleans Village - Chateauneuf
10567,ORLEANS BLVD @ MAPLE RUN AVE/BEAUSEJOUR DR S,380571.7365,5035314.675,-75.53122894,45.45365303,2016-03-09,18:45,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Orleans Village - Chateauneuf
10568,ORLEANS BLVD @ MAPLE RUN AVE/BEAUSEJOUR DR S,380572.0953,5035316.228,-75.53122412,45.45366696,2016-02-10,17:42,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Orleans Village - Chateauneuf
10569,ORLEANS BLVD @ NAVAN RD,380597.1773,5033094.293,-75.53124573,45.43367297,2016-08-10,11:15,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Chapel Hill South
10570,ORLEANS BLVD @ NAVAN RD,380593.865,5033089.341,-75.53128882,45.43362878,2016-05-02,14:55,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,Chapel Hill South
10571,ORLEANS BLVD @ NAVAN RD,380595.9826,5033091.479,-75.53126143,45.43364778,2016-10-06,7:25,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Chapel Hill South
10572,ORLEANS BLVD @ PINEGLADE CRES/CRESTMONT PL,380610.8146,5034137.679,-75.53091076,45.44305909,2016-02-28,11:00,03 - Snow,04 - Slush,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,01 - Approaching,Chapel Hill South
10573,ORLEANS BLVD @ ST. JOSEPH BLVD,380630.9388,5036980.856,-75.53021514,45.46863758,2016-04-05,20:59,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Industrial Park
10574,ORLEANS BLVD @ ST. JOSEPH BLVD,380631.5122,5036979.914,-75.53020795,45.46862904,2016-06-11,8:52,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Orleans Village - Chateauneuf
10575,ORLEANS BLVD @ ST. JOSEPH BLVD,380631.5182,5036979.931,-75.53020787,45.4686292,2016-10-28,14:58,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Orleans Village - Chateauneuf
10576,ORLEANS BLVD @ ST. JOSEPH BLVD,380631.7377,5036980.176,-75.53020503,45.46863138,2016-12-13,16:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Orleans Village - Chateauneuf
10577,ORLEANS BLVD @ ST. JOSEPH BLVD,380630.9095,5036978.52,-75.53021587,45.46861657,2016-08-26,14:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Orleans Village - Chateauneuf
10578,ORLEANS BLVD @ ST. JOSEPH BLVD,380632.2732,5036979.787,-75.53019824,45.46862782,2016-08-18,9:15,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Orleans Village - Chateauneuf
10579,ORLEANS BLVD @ ST. JOSEPH BLVD,380633.1154,5036979.442,-75.53018752,45.46862462,2016-05-17,18:40,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Orleans Village - Chateauneuf
10580,ORLEANS BLVD @ ST. JOSEPH BLVD,380630.8192,5036980.36,-75.53021674,45.46863313,2016-06-07,16:21,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
10581,ORLEANS BLVD @ ST. JOSEPH BLVD,380631.9572,5036980.81,-75.53020212,45.46863706,2016-09-30,20:20,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Orleans Village - Chateauneuf
10582,ORLEANS BLVD @ ST. JOSEPH BLVD,380629.2532,5036980.176,-75.5302368,45.46863165,2016-12-19,10:03,01 - Clear,04 - Slush,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
